iter	Logloss
154	0.4409656229
155	0.440508128
156	0.4401719531
157	0.4399913149
158	0.4396971234
159	0.4394009453
160	0.4388993289
161	0.438475911
162	0.4382152532
163	0.4376881103
164	0.4372466546
165	0.4368612842
166	0.4364620803
167	0.4359799916
168	0.4357693491
169	0.4356122083
170	0.4351349683
171	0.4348458808
172	0.4345802869
173	0.4342327021
174	0.4338913449
175	0.4335036564
176	0.4332263966
177	0.432967546
178	0.4327384968
179	0.4324569637
180	0.4321824692
181	0.4319638287
182	0.4316728511
183	0.4315558657
184	0.4313435221
185	0.4311168991
186	0.4307638926
187	0.4304546143
188	0.4300556829
189	0.4298433668
190	0.4296502349
191	0.4294607399
192	0.4290812717
193	0.4288432933
194	0.4285893734
195	0.428200676
196	0.4279475959
197	0.4277671756
198	0.4275912873
199	0.4273933489
200	0.4272132487
201	0.4269436521
202	0.426672584
203	0.4265363073
204	0.4263755792
205	0.4260424994
206	0.4256112743
207	0.4253396294
208	0.4249752857
209	0.4246498944
210	0.424426575
211	0.4242238226
212	0.4240047873
213	0.4238932049
214	0.423766254
215	0.4234957086
216	0.4234603175
217	0.4232648507
218	0.4231152935
219	0.4229427505
220	0.4226237285
221	0.4225599797
222	0.4222868802
223	0.4219814667
224	0.4217602173
225	0.4216135572
226	0.4214005502
227	0.4209015362
228	0.4206885839
229	0.4205401246
230	0.4200489821
231	0.419831477
232	0.4196037038
233	0.4192341756
234	0.418959392
235	0.4187027314
236	0.4185130001
237	0.4182071894
238	0.4179462301
239	0.4177429426
240	0.4175182871
241	0.4173447672
242	0.4171698479
243	0.4169018331
244	0.4166046932
245	0.4162931174
246	0.4160117119
247	0.4158846321
248	0.4155957531
249	0.4154140382
250	0.415309294
251	0.4150959254
252	0.414834703
253	0.4144994374
254	0.41436318
255	0.414157017
256	0.4139552758
257	0.4138234814
258	0.4136752259
259	0.413499373
260	0.4133864874
261	0.4131601228
262	0.4131036469
263	0.4128743636
264	0.4127210213
265	0.4124340643
266	0.4122672315
267	0.4120397379
268	0.4118054312
269	0.4115480888
270	0.4113876061
271	0.4112055636
272	0.4109658507
273	0.4107587969
274	0.4104891526
275	0.4103466406
276	0.4100011096
277	0.4098866838
278	0.4097324688
279	0.4094395993
280	0.409265819
281	0.409058524
282	0.4088949522
283	0.4085859999
284	0.408378917
285	0.4082563352
286	0.408127983
287	0.4079352517
288	0.4076839665
289	0.4076003939
290	0.407476391
291	0.4073866763
292	0.4070540307
293	0.4067909691
294	0.4065148143
295	0.4063939291
296	0.4061455331
297	0.4059706655
298	0.4058818156
299	0.4057340058
300	0.4054946054
301	0.4053976169
302	0.4051286372
303	0.4048861333
304	0.4045947223
305	0.4043210778
306	0.4041718677
307	0.4040709851
308	0.4039762282
309	0.4038382292
310	0.4037171426
311	0.4036366637
312	0.4034840303
313	0.4032931651
314	0.4030767829
315	0.4029571273
316	0.4027293963
317	0.4025906975
318	0.4023140127
319	0.4021854893
320	0.4020376381
321	0.4019622381
322	0.4017119711
323	0.4015058768
324	0.401358655
325	0.4012114861
326	0.4009414091
327	0.4006965328
328	0.4005728514
329	0.4004320619
330	0.4002016702
331	0.3999652405
332	0.3997611112
333	0.3996302692
334	0.3995525647
335	0.3993350286
336	0.3992006499
337	0.3989415463
338	0.398777056
339	0.3984775821
340	0.3984116542
341	0.398269699
342	0.3980172702
343	0.3978879897
344	0.3977340119
345	0.3976120649
346	0.3975672364
347	0.3972990349
348	0.3972045993
349	0.3969937318
350	0.3968383237
351	0.396586502
352	0.3963728903
353	0.3961457985
354	0.3959177673
355	0.3957245264
356	0.3955177989
357	0.3953963503
358	0.3953012251
359	0.3951462032
360	0.3950311958
361	0.3948578144
362	0.3947825579
363	0.3946539259
364	0.3945459493
365	0.3944313082
366	0.3942073251
367	0.3940870043
368	0.3940024985
369	0.3937254493
370	0.3936053083
371	0.3934749185
372	0.3933537657
373	0.3932380896
374	0.3931509609
375	0.3929851911
376	0.3928480088
377	0.3926873739
378	0.3924591151
379	0.3921808968
380	0.3920206268
381	0.3918101106
382	0.391609242
383	0.3914628743
384	0.3913449264
385	0.3911015544
386	0.3909858321
387	0.3907402821
388	0.390591582
389	0.3903524109
390	0.3902598774
391	0.3900060711
392	0.3898586757
393	0.3896941291
394	0.389459119
395	0.3891430463
396	0.3890335612
397	0.3888591315
398	0.3886075067
399	0.3885485851
400	0.3882735345
401	0.3881228723
402	0.3879664484
403	0.3878056596
404	0.3876410244
405	0.3874630771
406	0.3873164357
407	0.3871061117
408	0.3869414138
409	0.3867049162
410	0.3864956202
411	0.3864138823
412	0.3863459957
413	0.3860348122
414	0.3857988571
415	0.3857293615
416	0.3856158132
417	0.3853734627
418	0.3852585197
419	0.3850050457
420	0.3848506493
421	0.3846962058
422	0.3845335819
423	0.3843272807
424	0.384010019
425	0.3838824986
426	0.3837378371
427	0.3836260431
428	0.3835122368
429	0.3833242018
430	0.3832048765
431	0.3829826948
432	0.3828703195
433	0.3826618355
434	0.3824949949
435	0.3822878743
436	0.3821612449
437	0.3820818844
438	0.3819148065
439	0.3817362103
440	0.3815237471
441	0.381335156
442	0.3811284361
443	0.3809984329
444	0.3809198945
445	0.3807730683
446	0.3806302396
447	0.3804214059
448	0.38022037
449	0.3799254792
450	0.3797324696
451	0.3796539686
452	0.3795224029
453	0.3792970073
454	0.3791190777
455	0.3790168895
456	0.3789323979
457	0.3788084886
458	0.3786799062
459	0.3785483965
460	0.3784499435
461	0.3783162118
462	0.3780485182
463	0.3779421285
464	0.3778590078
465	0.3777459194
466	0.3775647687
467	0.377396086
468	0.3771390416
469	0.3769919908
470	0.3769146289
471	0.3767472053
472	0.3765898557
473	0.3763865069
474	0.3761820138
475	0.3760358174
476	0.3758174577
477	0.3757746725
478	0.3756287096
479	0.3755114881
480	0.3753378338
481	0.3751103488
482	0.3749465978
483	0.3749075411
484	0.3748147934
485	0.3746132579
486	0.3743652779
487	0.3742270959
488	0.3739636669
489	0.3738025133
490	0.3736632569
491	0.3734764824
492	0.3732978218
493	0.3730791503
494	0.3729424631
495	0.3727629699
496	0.3725543437
497	0.3723008646
498	0.3721664263
499	0.3719111356
500	0.3717242589
501	0.3716755867
502	0.3714300276
503	0.3713574671
504	0.3711875963
505	0.3710002193
506	0.3707434077
507	0.3706698393
508	0.3705189302
509	0.3704136751
510	0.3702301042
511	0.3700237153
512	0.3698309871
513	0.3696917393
514	0.3695043558
515	0.3693034537
516	0.3691656444
517	0.3691167015
518	0.3689398885
519	0.3686817654
520	0.3685387838
521	0.3684540712
522	0.3682945189
523	0.3681523133
524	0.3679601614
525	0.3677303529
526	0.3675632801
527	0.3673714403
528	0.3673306849
529	0.3670606628
530	0.3669711332
531	0.366806852
532	0.3665345232
533	0.366405645
534	0.3662113863
535	0.3659545981
536	0.3657970519
537	0.3657625645
538	0.365556686
539	0.3654231122
540	0.3653435391
541	0.3652857647
542	0.3650764442
543	0.3649103001
544	0.3647412403
545	0.3644635659
546	0.3642255587
547	0.3640647187
548	0.3639701161
549	0.3637351873
550	0.3635266741
551	0.3633344652
552	0.3630560143
553	0.3628700926
554	0.3627519021
555	0.3625542128
556	0.3624542302
557	0.3623284252
558	0.3620799752
559	0.3619140203
560	0.3616597759
561	0.361450378
562	0.3614334793
563	0.3612358863
564	0.3612062542
565	0.3610826759
566	0.3608802545
567	0.3607394345
568	0.3605816398
569	0.3604937589
570	0.3602821608
571	0.3600730281
572	0.3599293304
573	0.3597412072
574	0.3595000424
575	0.3593354124
576	0.3591957126
577	0.3590141898
578	0.3588974302
579	0.3586555935
580	0.3585742905
581	0.358552576
582	0.358527266
583	0.3583744042
584	0.3581111494
585	0.3579954585
586	0.3577626162
587	0.3577405097
588	0.3575158334
589	0.3574958796
590	0.3572245003
591	0.3570137467
592	0.3567417645
593	0.3566354705
594	0.3564183275
595	0.3562816383
596	0.3561414753
597	0.3559737198
598	0.3559510874
599	0.3557697651
600	0.3555369767
601	0.355223446
602	0.3550632048
603	0.3550414876
604	0.3547744065
605	0.3546182237
606	0.3544511833
607	0.3541975082
608	0.3541598846
609	0.3540103767
610	0.3539927136
611	0.3539591753
612	0.353936784
613	0.353914864
614	0.353606172
615	0.3533960639
616	0.3532431059
617	0.353118149
618	0.3529292405
619	0.3527267553
620	0.3525027972
621	0.3524809393
622	0.3523787775
623	0.3521350278
624	0.352022511
625	0.3517794277
626	0.3515031262
627	0.3512583624
628	0.3512388183
629	0.3510471656
630	0.3510294162
631	0.3508741192
632	0.3506218768
633	0.3504219769
634	0.350157946
635	0.349982953
636	0.3499249871
637	0.3496464874
638	0.3493761036
639	0.3493291045
640	0.3493061192
641	0.3491240699
642	0.3491029886
643	0.3488672531
644	0.3486844957
645	0.3484709173
646	0.3481909114
647	0.3480568462
648	0.3479661568
649	0.3477966759
650	0.3477775769
651	0.3476875689
652	0.3475778916
653	0.3474425529
654	0.3472592048
655	0.3470023711
656	0.3468704357
657	0.3467015701
658	0.3466835147
659	0.3464528968
660	0.3462470485
661	0.3460967006
662	0.345858929
663	0.3458388676
664	0.3457006323
665	0.3454886192
666	0.3453497621
667	0.3450896327
668	0.3449070271
669	0.3448518939
670	0.3448319981
671	0.3446381212
672	0.3445023368
673	0.3443185267
674	0.3442992283
675	0.3441888917
676	0.3440692092
677	0.3440248653
678	0.3438328139
679	0.3438181197
680	0.3436939338
681	0.3434786567
682	0.3432105256
683	0.343047547
684	0.3430308533
685	0.3428640746
686	0.342653032
687	0.3424920955
688	0.3424765265
689	0.3422357675
690	0.342091125
691	0.3419859548
692	0.3418440518
693	0.3416669874
694	0.341542203
695	0.3414500485
696	0.3411976791
697	0.341086687
698	0.3409056698
699	0.3408898129
700	0.34087533
701	0.3407642939
702	0.3407496822
703	0.3406576351
704	0.3403907051
705	0.3400734103
706	0.3400597645
707	0.339990467
708	0.3398277976
709	0.3396147289
710	0.339431907
711	0.3392606486
712	0.3390825832
713	0.3390659202
714	0.3390523976
715	0.3390382844
716	0.3389239685
717	0.3387621136
718	0.3385593869
719	0.3385429277
720	0.3383815438
721	0.3383685834
722	0.3383290231
723	0.3381873695
724	0.3381059967
725	0.3379126909
726	0.3378070875
727	0.337783589
728	0.3377707472
729	0.3375731343
730	0.3375266485
731	0.3373479998
732	0.3372123439
733	0.3368699206
734	0.336745967
735	0.336565065
736	0.3364100914
737	0.3362054639
738	0.3360073194
739	0.3358644777
740	0.3356283141
741	0.3354659838
742	0.33536356
743	0.335349723
744	0.3351388764
745	0.3349832787
746	0.3349708823
747	0.3348440832
748	0.3346218364
749	0.3344444787
750	0.3342931961
751	0.3341143725
752	0.3341027351
753	0.333908409
754	0.3337963556
755	0.3335201212
756	0.3335072732
757	0.3333838446
758	0.3331876343
759	0.3330470419
760	0.3330306752
761	0.3328493127
762	0.3328375125
763	0.3326203235
764	0.3324247269
765	0.3322710216
766	0.332169016
767	0.3319682158
768	0.3319510264
769	0.3317582443
770	0.3316064726
771	0.3315338291
772	0.3313886134
773	0.3313290081
774	0.3310944173
775	0.3308895316
776	0.3308739594
777	0.3307660358
778	0.3305220658
779	0.3304293514
780	0.3302333112
781	0.3300599448
782	0.3299084165
783	0.3297448095
784	0.3295296322
785	0.3293754867
786	0.3292783467
787	0.3290291388
788	0.3288289114
789	0.3288178765
790	0.3287197062
791	0.3285967146
792	0.328466199
793	0.3282674158
794	0.328074143
795	0.3280624846
796	0.3278487261
797	0.327641709
798	0.3275154936
799	0.3273670431
800	0.3271223991
801	0.3269367604
802	0.326771071
803	0.326609055
804	0.3264525391
805	0.3262827811
806	0.3262095931
807	0.3260356148
808	0.3257141212
809	0.325561567
810	0.3252557337
811	0.3251113642
812	0.3251000732
813	0.3248249849
814	0.3247214356
815	0.3245326788
816	0.3245214682
817	0.3243282288
818	0.3241499518
819	0.3239810368
820	0.3236558561
821	0.3235003692
822	0.323489365
823	0.3233640302
824	0.323233065
825	0.3230206383
826	0.3230094746
827	0.3229284258
828	0.3226768638
829	0.3225248894
830	0.3224494876
831	0.3223084578
832	0.322135205
833	0.3219374569
834	0.3217442682
835	0.3215889276
836	0.3214455489
837	0.3214288107
838	0.3213369627
839	0.3211722423
840	0.3211620911
841	0.3209707795
842	0.3209607336
843	0.3207941116
844	0.3206440584
845	0.3205522549
846	0.320340466
847	0.320174031
848	0.3200412454
849	0.3198716537
850	0.3197726806
851	0.319587616
852	0.3194510578
853	0.3193032814
854	0.319293316
855	0.3192735108
856	0.3191095795
857	0.3189828658
858	0.3188867684
859	0.3187135688
860	0.3185462703
861	0.3184318325
862	0.3183074348
863	0.318215006
864	0.3179964638
865	0.3178253202
866	0.3176249619
867	0.3175065456
868	0.3174454873
869	0.3172653752
870	0.3171853309
871	0.3171152745
872	0.3169506059
873	0.3167538363
874	0.3165837113
875	0.3165216307
876	0.3164456127
877	0.3162851421
878	0.3161999479
879	0.3160787422
880	0.3158642663
881	0.3156310856
882	0.3154525741
883	0.3152842283
884	0.3151472731
885	0.3151332804
886	0.3149830092
887	0.3148215414
888	0.3146723968
889	0.3144955931
890	0.3143314092
891	0.314195893
892	0.3140311048
893	0.3138257314
894	0.3137323002
895	0.3135199019
896	0.3133346782
897	0.3132189911
898	0.3130671526
899	0.3128463232
900	0.3126312769
901	0.3124866662
902	0.3123276403
903	0.3121201514
904	0.3119621315
905	0.3118978578
906	0.3117737646
907	0.3115798856
908	0.3113542285
909	0.3112570427
910	0.3110591644
911	0.310950826
912	0.3107864378
913	0.3107754816
914	0.3106129695
915	0.3105011312
916	0.3103371379
917	0.3101356297
918	0.3099863491
919	0.3098358867
920	0.3097426083
921	0.3097330511
922	0.3094708283
923	0.3093123703
924	0.3093030205
925	0.3092615045
926	0.3091592544
927	0.3088915076
928	0.3087446727
929	0.3086791298
930	0.3085195546
931	0.3084169186
932	0.3082324017
933	0.3081468337
934	0.3080794139
935	0.3078330714
936	0.3077407961
937	0.3076446395
938	0.3076036226
939	0.3074767883
940	0.3074560615
941	0.3073164004
942	0.3072045427
943	0.3069594954
944	0.3068660402
945	0.3066943453
946	0.3066523079
947	0.3064595006
948	0.3063157143
949	0.3061763928
950	0.3061008324
951	0.3059320194
952	0.3057190024
953	0.3056709362
954	0.3054688583
955	0.3052598
956	0.3050777242
957	0.3050104794
958	0.3049464316
959	0.304884972
960	0.30482964
961	0.3047868152
962	0.3046235082
963	0.3044596622
964	0.3042877422
965	0.3042781536
966	0.3041391097
967	0.3040430728
968	0.3039088925
969	0.3036688669
970	0.3035694025
971	0.3034223997
972	0.3032310329
973	0.3030686634
974	0.3029260133
975	0.3028564546
976	0.3027644047
977	0.3025694486
978	0.3023849535
979	0.3023748276
980	0.302263012
981	0.3020720626
982	0.3019336207
983	0.3018405977
984	0.3017403925
985	0.3015749283
986	0.3014539021
987	0.3013353646
988	0.3011397242
989	0.3011301142
990	0.3009331855
991	0.3007218973
992	0.3006148522
993	0.300393301
994	0.3002748085
995	0.3000716562
996	0.2999220877
997	0.2997582982
998	0.2996530757
999	0.2994307901
